recorded;radonShortTermAvg (pCi/L);humidity (%);temp (°F)
2018-10-21T14:28:13;2.2;34.0;66.0
2018-10-21T15:28:13;1.9;34.0;66.0
2018-10-21T16:28:13;2.0;34.0;66.0
2018-10-21T17:28:13;2.3;35.0;66.0
2018-10-21T18:28:13;2.3;36.5;66.0
2018-10-21T19:28:13;2.3;37.0;66.0
2018-10-21T20:28:13;2.1;37.5;66.0
2018-10-21T21:28:13;2.0;38.0;66.0
2018-10-21T22:28:13;2.3;38.5;66.0
2018-10-21T23:28:13;2.3;38.5;66.0
2018-10-22T00:28:13;2.5;39.5;66.0
2018-10-22T01:28:13;2.9;40.0;66.0
2018-10-22T02:28:13;3.5;40.5;66.0
2018-10-22T03:28:13;3.7;40.5;66.0
2018-10-22T04:28:13;3.7;40.5;66.0
2018-10-22T05:28:13;4.1;40.5;67.0
2018-10-22T06:28:13;4.4;40.5;66.0
2018-10-22T07:28:13;4.6;40.5;66.0
2018-10-22T08:28:13;4.5;40.5;66.0
2018-10-22T09:28:13;4.8;40.5;66.0
2018-10-22T10:28:13;5.1;40.5;66.0
2018-10-22T11:28:13;5.5;40.5;66.0
2018-10-22T12:28:13;5.4;40.5;66.0
2018-10-22T13:28:13;5.4;40.5;66.0
2018-10-22T14:28:13;5.4;40.5;66.0
2018-10-22T15:28:13;5.4;40.5;66.0
2018-10-22T16:28:13;5.7;40.5;66.0
2018-10-22T17:28:13;6.0;40.5;66.0
2018-10-22T18:28:13;6.2;41.5;66.0
2018-10-22T19:28:13;6.2;42.5;67.0
2018-10-22T20:28:13;6.2;43.0;66.0
2018-10-22T21:28:13;6.6;43.0;66.0
2018-10-22T22:28:13;6.6;43.0;67.0
2018-10-22T23:28:13;7.1;43.5;67.0
2018-10-23T00:28:13;7.1;44.0;67.0
2018-10-23T01:28:13;7.0;44.5;67.0
2018-10-23T02:28:13;7.2;44.5;67.0
2018-10-23T03:28:13;7.7;44.5;67.0
2018-10-23T04:28:13;7.6;44.5;67.0
2018-10-23T05:28:13;7.9;44.5;67.0
2018-10-23T06:28:13;8.0;44.0;67.0
2018-10-23T07:28:13;8.1;44.0;67.0
2018-10-23T08:28:13;8.8;43.5;67.0
2018-10-23T09:28:13;8.7;43.5;67.0
2018-10-23T10:28:13;8.7;43.0;67.0
2018-10-23T11:28:13;8.3;43.0;67.0
2018-10-23T12:28:13;8.9;43.0;67.0
2018-10-23T13:28:13;9.4;43.5;67.0
2018-10-23T14:28:13;9.3;44.0;67.0
2018-10-23T15:28:13;9.1;44.5;67.0
2018-10-23T16:28:13;8.6;45.0;67.0
2018-10-23T17:28:13;8.4;45.0;67.0
2018-10-23T18:28:13;8.3;45.5;67.0
2018-10-23T19:28:13;8.5;45.5;67.0
2018-10-23T20:28:13;8.8;49.5;66.0
2018-10-23T21:28:13;8.5;50.0;67.0
2018-10-23T22:28:13;8.4;50.0;67.0
2018-10-23T23:28:13;8.2;50.0;67.0
2018-10-24T00:28:13;8.2;49.5;66.0
2018-10-24T01:28:13;8.4;49.5;66.0
2018-10-24T02:28:13;7.8;49.5;66.0
2018-10-24T03:28:13;7.5;49.5;66.0
2018-10-24T04:28:13;7.9;49.0;66.0
2018-10-24T05:28:13;7.2;49.0;66.0
2018-10-24T06:28:13;7.1;49.0;66.0
2018-10-24T07:28:13;7.2;49.0;66.0
2018-10-24T08:28:13;6.6;49.0;66.0
2018-10-24T09:28:13;7.1;49.0;66.0
2018-10-24T10:28:13;7.2;49.0;66.0
2018-10-24T11:28:13;7.3;49.0;66.0
2018-10-24T12:28:13;6.6;49.5;66.0
2018-10-24T13:28:13;6.5;49.5;66.0
2018-10-24T14:28:13;6.3;49.5;66.0
2018-10-24T15:28:13;6.7;49.5;66.0
2018-10-24T16:28:13;6.9;49.5;66.0
2018-10-24T17:28:13;6.6;49.5;66.0
2018-10-24T18:28:13;6.5;49.5;66.0
2018-10-24T19:28:13;6.3;50.0;66.0
2018-10-24T20:28:13;6.2;51.0;66.0
2018-10-24T21:28:13;6.4;50.5;66.0
2018-10-24T22:28:13;6.5;50.5;66.0
2018-10-24T23:28:13;6.4;50.5;66.0
2018-10-25T00:28:13;6.5;50.5;66.0
2018-10-25T01:28:13;7.9;50.0;66.0
2018-10-25T02:28:13;7.7;50.0;66.0
2018-10-25T03:28:13;7.6;50.0;66.0
2018-10-25T04:27:14;7.9;49.5;66.0
2018-10-25T05:27:14;7.8;49.0;66.0
2018-10-25T06:27:14;7.5;48.5;65.0
2018-10-25T07:27:14;7.1;48.0;65.0
2018-10-25T08:27:14;7.4;47.5;65.0
2018-10-25T09:27:14;6.8;47.0;65.0
2018-10-25T10:27:14;6.5;46.5;65.0
2018-10-25T11:27:14;6.2;45.5;65.0
2018-10-25T12:27:14;6.8;45.0;65.0
2018-10-25T13:27:14;6.4;44.0;65.0
2018-10-25T14:27:14;6.1;44.5;66.0
2018-10-25T15:27:14;5.8;44.5;66.0
2018-10-25T16:27:14;5.7;44.5;66.0
2018-10-25T17:27:14;5.7;44.0;65.0
2018-10-25T18:27:14;5.4;43.5;65.0
2018-10-25T19:27:14;5.3;43.5;65.0
2018-10-25T20:27:14;5.2;43.0;65.0
2018-10-25T21:27:14;5.4;43.0;65.0
2018-10-25T22:27:14;5.6;43.0;65.0
2018-10-25T23:27:14;5.6;43.0;65.0
2018-10-26T00:27:14;5.8;43.5;65.0
2018-10-26T01:27:14;5.5;43.5;65.0
2018-10-26T02:27:14;5.6;44.0;65.0
2018-10-26T03:27:14;5.9;44.5;65.0
2018-10-26T04:27:14;5.9;44.5;65.0
2018-10-26T05:27:14;6.1;45.0;65.0
2018-10-26T06:27:14;6.2;45.0;66.0
2018-10-26T07:27:14;6.2;44.5;65.0
2018-10-26T08:27:14;6.4;44.0;65.0
2018-10-26T09:27:14;6.5;43.5;65.0
2018-10-26T10:27:14;6.6;43.0;65.0
2018-10-26T11:27:14;6.6;42.5;65.0
2018-10-26T12:27:14;6.1;42.0;65.0
2018-10-26T13:27:14;6.4;41.5;65.0
2018-10-26T14:27:14;6.5;41.0;65.0
2018-10-26T15:27:14;6.7;41.0;65.0
2018-10-26T16:27:14;6.9;40.5;65.0
2018-10-26T17:27:14;6.9;40.5;65.0
2018-10-26T18:27:14;7.2;40.5;65.0
2018-10-26T19:27:14;7.2;40.5;65.0
2018-10-26T20:27:14;7.4;41.5;65.0
2018-10-26T21:27:14;7.3;43.0;65.0
2018-10-26T22:27:14;7.6;43.0;65.0
2018-10-26T23:27:14;7.8;43.0;65.0
2018-10-27T00:27:14;7.8;42.5;65.0
2018-10-27T01:27:14;6.0;42.5;65.0
2018-10-27T02:27:14;6.0;42.5;65.0
2018-10-27T03:27:14;5.6;42.0;65.0
2018-10-27T04:27:14;5.4;42.0;65.0
2018-10-27T05:27:14;5.2;41.5;65.0
2018-10-27T06:27:14;5.1;41.0;65.0
2018-10-27T07:27:14;4.9;41.0;65.0
2018-10-27T08:27:14;4.7;40.5;65.0
2018-10-27T09:27:14;4.5;40.0;65.0
2018-10-27T10:27:14;4.5;40.0;65.0
2018-10-27T11:27:14;4.6;39.5;65.0
2018-10-27T12:27:14;4.6;39.5;65.0
2018-10-27T13:27:14;4.5;39.0;65.0
2018-10-27T14:27:14;4.5;39.0;65.0
2018-10-27T15:27:14;4.4;39.0;65.0
2018-10-27T16:27:14;4.4;40.0;65.0
2018-10-27T17:27:14;4.5;39.5;65.0
2018-10-27T18:27:14;4.4;39.5;65.0
2018-10-27T19:27:14;4.4;40.5;65.0
2018-10-27T20:27:14;4.3;41.0;65.0
2018-10-27T21:27:14;4.2;41.0;65.0
2018-10-27T22:27:14;4.1;41.5;65.0
2018-10-27T23:27:14;3.8;42.5;65.0
2018-10-28T00:27:14;3.3;43.0;65.0
2018-10-28T01:27:14;2.7;42.0;65.0
2018-10-28T02:27:14;2.6;41.5;65.0
2018-10-28T03:27:14;2.7;41.5;65.0
2018-10-28T04:27:14;2.6;42.0;65.0
2018-10-28T05:27:14;2.9;42.0;65.0
2018-10-28T06:27:14;3.0;42.0;65.0
2018-10-28T07:27:14;3.1;42.0;65.0
2018-10-28T08:27:14;3.2;41.5;65.0
2018-10-28T09:27:14;3.4;41.0;65.0
2018-10-28T10:27:14;3.4;40.5;65.0
2018-10-28T11:27:14;3.2;40.0;65.0
2018-10-28T12:27:14;3.5;39.5;65.0
2018-10-28T13:27:14;3.5;39.5;65.0
2018-10-28T14:27:14;3.6;39.0;64.0
2018-10-28T15:27:14;3.6;39.0;65.0
2018-10-28T16:27:14;3.6;39.5;65.0
2018-10-28T17:27:14;3.5;39.5;65.0
2018-10-28T18:27:14;3.4;41.0;65.0
2018-10-28T19:27:14;3.4;43.0;65.0
2018-10-28T20:27:14;3.5;43.5;65.0
2018-10-28T21:27:14;3.6;41.5;65.0
2018-10-28T22:27:14;3.4;41.0;65.0
2018-10-28T23:27:14;3.6;41.0;65.0
2018-10-29T00:27:14;3.8;41.0;65.0
2018-10-29T01:27:14;4.1;40.0;65.0
2018-10-29T02:27:14;4.1;43.0;66.0
2018-10-29T03:27:14;4.5;45.5;66.0
2018-10-29T04:27:14;4.6;45.0;66.0
2018-10-29T05:27:14;4.6;44.5;66.0
2018-10-29T06:27:14;4.6;43.5;65.0
2018-10-29T07:27:14;4.9;43.0;65.0
2018-10-29T08:27:14;4.8;42.0;65.0
2018-10-29T09:27:14;4.8;41.5;65.0
2018-10-29T10:27:14;5.0;41.0;65.0
2018-10-29T11:27:14;5.1;40.5;65.0
2018-10-29T12:27:14;5.4;40.0;65.0
2018-10-29T13:27:14;5.3;40.0;65.0
2018-10-29T14:27:14;5.3;39.5;65.0
2018-10-29T15:27:14;5.2;39.0;65.0
2018-10-29T16:27:14;5.3;39.5;65.0
2018-10-29T17:27:14;5.4;39.5;65.0
2018-10-29T18:27:14;5.6;40.0;65.0
2018-10-29T19:27:14;5.6;40.5;65.0
2018-10-29T20:27:14;5.5;41.0;65.0
2018-10-29T21:27:14;5.4;41.0;65.0
2018-10-29T22:27:14;5.1;41.0;65.0
2018-10-29T23:27:14;5.1;41.5;65.0
2018-10-30T00:27:14;5.1;42.0;65.0
2018-10-30T01:27:14;5.5;42.0;65.0
2018-10-30T02:27:14;5.7;42.0;65.0
2018-10-30T03:27:14;5.2;43.0;65.0
2018-10-30T04:27:14;5.1;44.0;65.0
2018-10-30T05:27:14;5.1;43.5;65.0
2018-10-30T06:27:14;5.4;43.0;65.0
2018-10-30T07:27:14;5.1;42.5;65.0
2018-10-30T08:27:14;5.5;42.0;65.0
2018-10-30T09:27:14;5.6;41.5;65.0
2018-10-30T10:27:14;5.5;41.5;65.0
2018-10-30T11:27:14;5.4;41.0;65.0
2018-10-30T12:27:14;5.4;41.0;65.0
2018-10-30T13:27:14;5.4;40.5;65.0
2018-10-30T14:27:14;5.3;40.5;65.0
2018-10-30T15:27:14;5.3;41.0;65.0
2018-10-30T16:27:14;5.1;41.0;65.0
2018-10-30T17:27:14;5.0;41.5;65.0
2018-10-30T18:27:14;5.2;41.5;65.0
2018-10-30T19:27:14;5.3;41.5;65.0
2018-10-30T20:27:14;5.6;41.5;65.0
2018-10-30T21:27:14;5.9;41.5;65.0
2018-10-30T22:27:14;6.4;42.0;65.0
2018-10-30T23:27:14;6.4;42.0;65.0
2018-10-31T00:27:14;6.7;42.0;65.0
2018-10-31T01:27:14;6.4;42.0;65.0
2018-10-31T02:27:14;6.5;42.5;65.0
2018-10-31T03:27:14;6.8;43.0;65.0
2018-10-31T04:27:14;6.9;44.0;65.0
2018-10-31T05:27:14;6.9;44.5;65.0
2018-10-31T06:27:14;6.8;44.5;65.0
2018-10-31T07:27:14;6.6;44.5;65.0
2018-10-31T08:27:14;6.4;44.5;65.0
2018-10-31T09:27:14;6.3;44.5;65.0
2018-10-31T10:27:14;6.4;44.5;65.0
2018-10-31T11:27:14;6.4;44.5;65.0
2018-10-31T12:27:14;6.2;44.0;65.0
2018-10-31T13:27:14;6.2;44.0;65.0
2018-10-31T14:27:14;6.1;43.5;65.0
2018-10-31T15:27:14;6.5;43.0;65.0
2018-10-31T16:27:14;6.5;42.5;65.0
2018-10-31T17:27:14;6.6;42.5;65.0
2018-10-31T18:27:14;6.5;42.0;65.0
2018-10-31T19:27:14;6.3;41.5;65.0
2018-10-31T20:27:14;6.5;41.0;65.0
2018-10-31T21:27:14;6.3;41.0;65.0
2018-10-31T22:27:14;6.0;40.5;64.0
2018-10-31T23:27:14;5.9;40.0;64.0
2018-11-01T00:27:14;6.1;39.5;64.0
2018-11-01T01:27:14;5.7;39.5;64.0
2018-11-01T02:27:14;5.5;39.0;64.0
2018-11-01T03:27:14;5.4;39.5;64.0
2018-11-01T04:27:14;5.4;39.5;64.0
2018-11-01T05:27:14;5.2;38.5;64.0
2018-11-01T06:27:14;5.0;38.0;64.0
2018-11-01T07:27:14;5.1;38.0;64.0
2018-11-01T08:27:14;5.2;37.5;64.0
2018-11-01T09:27:14;5.4;37.5;64.0
2018-11-01T10:27:14;5.0;37.5;64.0
2018-11-01T11:27:14;5.2;37.0;64.0
2018-11-01T12:27:14;5.0;37.0;64.0
2018-11-01T13:27:14;5.1;37.0;64.0
2018-11-01T14:27:14;5.1;37.0;64.0
2018-11-01T15:27:14;4.8;37.0;64.0
2018-11-01T16:27:14;4.9;36.5;64.0
2018-11-01T17:27:14;5.0;36.0;64.0
2018-11-01T18:27:14;4.8;32.0;63.0
2018-11-01T19:27:14;4.7;31.0;63.0
2018-11-01T20:27:14;4.4;31.0;63.0
2018-11-01T21:27:14;4.4;31.0;63.0
2018-11-01T22:27:14;4.4;31.5;63.0
2018-11-01T23:27:14;4.5;31.5;63.0
2018-11-02T00:27:14;4.3;32.5;63.0
2018-11-02T01:27:14;4.1;33.0;63.0
2018-11-02T02:27:14;4.1;34.0;63.0
2018-11-02T03:27:14;3.9;34.0;63.0
2018-11-02T04:27:14;3.9;34.5;63.0
2018-11-02T05:27:14;3.9;34.0;63.0
2018-11-02T06:27:14;3.9;33.5;63.0
2018-11-02T07:27:14;3.9;34.0;63.0
2018-11-02T08:27:14;3.9;34.0;63.0
2018-11-02T09:27:14;3.8;34.0;63.0
2018-11-02T10:27:14;3.8;34.0;63.0
2018-11-02T11:27:14;3.8;34.0;63.0
2018-11-02T12:27:14;3.8;34.0;63.0
2018-11-02T13:27:14;3.8;34.0;63.0
2018-11-02T14:27:14;3.6;33.5;63.0
2018-11-02T15:27:14;3.8;34.5;63.0
2018-11-02T16:27:14;3.5;34.5;63.0
2018-11-02T17:27:14;3.3;34.5;63.0
2018-11-02T18:27:14;3.4;34.5;63.0
2018-11-02T19:27:14;3.6;34.5;63.0
2018-11-02T20:27:14;3.3;34.5;63.0
2018-11-02T21:27:14;3.4;35.0;63.0
2018-11-02T22:27:14;3.4;36.0;63.0
2018-11-02T23:27:14;3.4;36.0;63.0
2018-11-03T00:27:14;3.4;36.0;63.0
2018-11-03T01:27:14;3.4;36.5;63.0
2018-11-03T02:27:14;3.6;36.5;63.0
2018-11-03T03:27:14;4.1;36.5;63.0
2018-11-03T04:27:14;3.9;36.5;63.0
2018-11-03T05:27:14;4.1;36.5;63.0
2018-11-03T06:27:14;3.9;36.5;63.0
2018-11-03T07:27:14;4.0;36.5;63.0
2018-11-03T08:27:14;4.1;37.0;63.0
2018-11-03T09:27:14;4.3;37.0;63.0
2018-11-03T10:27:14;4.8;37.0;63.0
2018-11-03T11:27:14;5.1;37.0;63.0
2018-11-03T12:27:14;4.9;37.0;63.0
2018-11-03T13:27:14;5.2;37.0;63.0
2018-11-03T14:27:14;5.5;36.5;63.0
2018-11-03T15:27:14;5.6;36.5;63.0
2018-11-03T16:27:14;5.8;36.0;63.0
2018-11-03T17:27:14;5.6;31.5;63.0
2018-11-03T18:27:14;5.5;31.0;63.0
2018-11-03T19:27:14;5.4;31.0;63.0
2018-11-03T20:27:14;5.4;31.0;63.0
2018-11-03T21:27:14;5.5;31.5;63.0
2018-11-03T22:27:14;5.5;31.0;63.0
2018-11-03T23:27:14;5.4;31.0;63.0
2018-11-04T00:27:14;5.4;31.0;63.0
2018-11-04T01:27:14;5.3;29.5;63.0
2018-11-04T02:27:14;5.2;29.5;63.0
2018-11-04T03:27:14;4.8;30.5;63.0
2018-11-04T04:27:14;4.7;31.0;63.0
2018-11-04T05:27:14;4.7;30.5;63.0
2018-11-04T06:27:14;4.7;30.5;63.0
2018-11-04T07:27:14;4.8;31.0;63.0
2018-11-04T08:27:14;4.6;31.0;63.0
2018-11-04T09:27:14;4.5;31.0;63.0
2018-11-04T10:27:14;4.0;31.0;63.0
2018-11-04T11:27:14;3.5;31.0;63.0
2018-11-04T12:27:14;3.8;31.0;63.0
2018-11-04T13:27:14;3.6;30.5;63.0
2018-11-04T14:27:14;3.3;30.5;63.0
2018-11-04T15:27:14;3.2;31.0;63.0
2018-11-04T16:27:14;3.1;31.5;63.0
2018-11-04T17:27:14;3.2;31.5;63.0
2018-11-04T18:27:14;3.4;31.0;63.0
2018-11-04T19:27:14;3.4;31.0;63.0
2018-11-04T20:27:14;3.6;30.5;63.0
2018-11-04T21:27:14;3.4;30.5;63.0
2018-11-04T22:27:14;3.9;30.5;63.0
2018-11-04T23:27:14;3.9;30.5;63.0
2018-11-05T00:27:14;3.8;30.5;63.0
2018-11-05T01:27:14;3.8;31.0;63.0
2018-11-05T02:27:14;3.6;31.0;63.0
2018-11-05T03:27:14;3.9;31.5;63.0
2018-11-05T04:27:14;4.4;31.5;63.0
2018-11-05T05:27:14;4.6;32.0;63.0
2018-11-05T06:27:14;5.0;32.0;63.0
2018-11-05T07:27:14;5.1;32.0;63.0
2018-11-05T08:27:14;5.3;32.5;63.0
2018-11-05T09:27:14;5.4;32.5;63.0
2018-11-05T10:27:14;5.5;33.0;63.0
2018-11-05T11:27:14;5.7;33.0;63.0
2018-11-05T12:27:14;5.7;33.0;63.0
2018-11-05T13:27:14;5.8;33.0;63.0
2018-11-05T14:27:14;5.9;34.0;63.0
2018-11-05T15:27:14;6.3;35.0;63.0
2018-11-05T16:27:14;6.3;35.0;63.0
2018-11-05T17:27:14;6.3;35.0;63.0
2018-11-05T18:27:14;6.5;34.5;63.0
2018-11-05T19:27:14;6.4;33.5;63.0
2018-11-05T20:26:14;6.4;33.0;63.0
2018-11-05T21:26:14;6.3;32.5;63.0
2018-11-05T22:26:14;6.0;33.5;63.0
2018-11-05T23:26:14;6.1;33.5;63.0
2018-11-06T00:26:14;6.2;33.0;63.0
2018-11-06T01:26:14;5.6;33.0;63.0
2018-11-06T02:26:14;5.9;33.0;63.0
2018-11-06T03:26:14;5.8;33.0;63.0
2018-11-06T04:26:14;5.5;32.5;63.0
2018-11-06T05:26:14;5.2;33.0;63.0
2018-11-06T06:26:14;4.8;32.5;63.0
2018-11-06T07:26:14;4.6;32.5;63.0
2018-11-06T08:26:14;4.6;32.0;63.0
2018-11-06T09:26:14;4.5;32.0;63.0
2018-11-06T10:26:14;4.4;32.5;63.0
2018-11-06T11:26:14;4.2;33.0;63.0
2018-11-06T12:26:14;4.0;33.5;63.0
2018-11-06T13:26:14;3.9;33.5;63.0
2018-11-06T14:26:14;3.8;33.5;63.0
2018-11-06T15:26:14;3.7;33.5;63.0
2018-11-06T16:26:14;3.8;36.5;64.0
2018-11-06T17:26:14;3.8;37.0;64.0
2018-11-06T18:26:14;3.7;36.5;64.0
2018-11-06T19:26:14;4.0;36.0;63.0
2018-11-06T20:26:14;3.9;35.0;63.0
2018-11-06T21:26:14;4.1;35.0;63.0
2018-11-06T22:26:14;4.1;35.0;63.0
2018-11-06T23:26:14;4.1;35.0;63.0
2018-11-07T00:26:14;3.9;34.5;63.0
2018-11-07T01:26:14;4.0;35.0;63.0
2018-11-07T02:26:14;4.0;34.5;63.0
2018-11-07T03:26:14;3.9;34.5;63.0
2018-11-07T04:26:14;4.1;34.0;63.0
2018-11-07T05:26:14;4.1;34.0;63.0
2018-11-07T06:26:14;4.0;33.5;63.0
2018-11-07T07:26:14;4.1;33.0;63.0
2018-11-07T08:26:14;4.1;33.0;63.0
2018-11-07T09:26:14;4.2;32.5;63.0
2018-11-07T10:26:14;4.4;32.5;63.0
2018-11-07T11:26:14;4.5;32.5;63.0
2018-11-07T12:26:14;4.5;32.5;63.0
2018-11-07T13:26:14;4.5;32.5;63.0
2018-11-07T14:26:14;4.8;32.5;63.0
2018-11-07T15:26:14;4.5;32.5;63.0
2018-11-07T16:26:14;4.5;32.5;63.0
2018-11-07T17:26:14;4.5;32.5;63.0
2018-11-07T18:26:14;4.6;32.0;63.0
2018-11-07T19:26:14;4.6;31.5;63.0
2018-11-07T20:26:14;4.8;31.0;63.0
2018-11-07T21:26:14;4.8;31.0;63.0
2018-11-07T22:26:14;4.7;31.0;63.0
2018-11-07T23:26:14;4.6;31.5;63.0
2018-11-08T00:26:14;4.6;32.5;63.0
2018-11-08T01:26:14;4.4;32.5;63.0
2018-11-08T02:26:14;4.2;32.5;63.0
2018-11-08T03:26:14;4.1;33.0;63.0
2018-11-08T04:26:14;4.1;33.0;63.0
2018-11-08T05:26:14;4.4;32.5;63.0
2018-11-08T06:26:14;4.3;32.5;63.0
2018-11-08T07:26:14;4.1;32.5;63.0
2018-11-08T08:26:14;3.9;32.0;63.0
2018-11-08T09:26:14;3.9;32.0;63.0
2018-11-08T10:26:14;3.8;32.0;63.0
2018-11-08T11:26:14;3.7;32.5;63.0
2018-11-08T12:26:14;3.9;33.0;63.0
2018-11-08T13:26:14;4.1;33.0;63.0
2018-11-08T14:26:14;4.3;33.5;63.0
2018-11-08T15:26:14;4.3;34.5;63.0
2018-11-08T16:26:14;4.1;35.0;63.0
2018-11-08T17:26:14;4.0;35.0;63.0
2018-11-08T18:26:14;3.8;35.0;63.0
2018-11-08T19:26:14;3.5;35.0;63.0
2018-11-08T20:26:14;3.6;36.5;64.0
2018-11-08T21:26:14;3.8;36.0;64.0
2018-11-08T22:26:14;3.7;34.0;64.0
2018-11-08T23:26:14;3.6;32.5;64.0
2018-11-09T00:26:14;3.7;31.0;64.0
2018-11-09T01:26:14;3.6;30.0;63.0
2018-11-09T02:26:14;3.7;29.0;63.0
2018-11-09T03:26:14;3.8;27.5;64.0
2018-11-09T04:26:14;3.8;26.5;64.0
2018-11-09T05:26:14;3.8;26.5;64.0
2018-11-09T06:26:14;3.9;26.0;64.0
2018-11-09T07:26:14;3.9;25.0;64.0
2018-11-09T08:26:14;4.1;25.0;63.0
2018-11-09T09:26:14;3.9;24.5;63.0
2018-11-09T10:26:14;3.9;24.5;63.0
2018-11-09T11:26:14;3.8;24.5;63.0
2018-11-09T12:26:14;3.8;24.5;63.0
2018-11-09T13:26:14;3.8;24.5;63.0
2018-11-09T14:26:14;3.6;25.0;63.0
2018-11-09T15:26:14;3.6;26.0;63.0
2018-11-09T16:26:14;3.8;27.0;63.0
2018-11-09T17:26:14;3.8;27.5;63.0
2018-11-09T18:26:14;3.9;27.0;63.0
2018-11-09T19:26:14;4.2;27.0;63.0
2018-11-09T20:26:14;3.9;27.0;63.0
2018-11-09T21:26:14;3.5;27.0;63.0
2018-11-09T22:26:14;3.6;27.0;63.0
2018-11-09T23:26:14;3.8;27.0;63.0
2018-11-10T00:26:14;3.8;28.0;63.0
2018-11-10T01:26:14;3.5;29.0;63.0
2018-11-10T02:26:14;3.6;29.0;63.0
2018-11-10T03:26:14;3.6;29.5;63.0
2018-11-10T04:26:14;3.5;29.5;63.0
2018-11-10T05:26:14;3.6;29.5;63.0
2018-11-10T06:26:14;3.6;29.0;63.0
2018-11-10T07:26:14;4.2;28.5;63.0
2018-11-10T08:26:14;4.1;28.0;63.0
2018-11-10T09:26:14;4.3;28.0;63.0
2018-11-10T10:26:14;4.4;28.5;63.0
2018-11-10T11:26:14;4.8;28.5;63.0
2018-11-10T12:26:14;4.6;28.5;62.0
2018-11-10T13:26:14;4.5;28.5;62.0
2018-11-10T14:26:14;4.2;28.5;62.0
2018-11-10T15:26:14;4.4;28.5;62.0
2018-11-10T16:26:14;4.4;29.0;62.0
2018-11-10T17:26:14;4.6;29.5;63.0
2018-11-10T18:26:14;4.6;30.5;63.0
2018-11-10T19:26:14;4.4;33.5;60.0
2018-11-10T20:26:14;4.4;35.0;59.0
2018-11-10T21:26:14;4.4;35.5;59.0
2018-11-10T22:26:14;4.1;35.0;59.0
2018-11-10T23:26:14;3.8;35.0;60.0
2018-11-11T00:26:14;3.6;35.0;61.0
2018-11-11T01:26:14;3.6;34.5;62.0
2018-11-11T02:26:14;3.4;34.5;62.0
2018-11-11T03:26:14;3.4;34.5;62.0
2018-11-11T04:26:14;3.3;34.5;62.0
2018-11-11T05:26:14;3.2;35.0;62.0
2018-11-11T06:26:14;3.2;35.0;62.0
2018-11-11T07:26:14;2.9;35.0;62.0
2018-11-11T08:26:14;3.1;35.0;62.0
2018-11-11T09:26:14;3.0;35.0;62.0
2018-11-11T10:26:14;3.0;34.5;62.0
2018-11-11T11:26:14;3.1;34.5;62.0
2018-11-11T12:26:14;3.3;34.0;62.0
2018-11-11T13:26:14;3.5;34.0;62.0
2018-11-11T14:26:14;3.9;33.5;62.0
2018-11-11T15:26:14;4.1;34.0;62.0
2018-11-11T16:26:14;3.9;34.0;62.0
2018-11-11T17:26:14;3.8;34.0;62.0
2018-11-11T18:26:14;3.8;33.0;60.0
2018-11-11T19:26:14;3.7;30.5;61.0
2018-11-11T20:26:14;3.6;30.5;62.0
2018-11-11T21:26:14;3.8;30.5;62.0
2018-11-11T22:26:14;4.0;30.5;62.0
2018-11-11T23:26:14;4.0;30.5;62.0
2018-11-12T00:26:14;4.3;30.5;62.0
2018-11-12T01:26:14;4.5;31.0;62.0
2018-11-12T02:26:14;4.5;30.5;62.0
2018-11-12T03:26:14;4.4;30.5;63.0
2018-11-12T04:26:14;4.5;30.5;63.0
2018-11-12T05:26:14;4.4;30.5;62.0
2018-11-12T06:26:14;4.5;30.5;62.0
2018-11-12T07:26:14;4.2;30.0;62.0
2018-11-12T08:26:14;4.1;29.5;62.0
2018-11-12T09:26:14;4.0;28.5;62.0
2018-11-12T10:26:14;3.8;28.0;62.0
2018-11-12T11:26:14;3.5;27.5;62.0
2018-11-12T12:26:14;3.3;27.0;62.0
2018-11-12T13:26:14;3.1;27.0;62.0
2018-11-12T14:26:14;2.8;26.5;62.0
2018-11-12T15:26:14;2.6;25.5;62.0
2018-11-12T16:26:14;2.4;25.5;62.0
2018-11-12T17:26:14;2.2;25.5;62.0
2018-11-12T18:26:14;2.1;25.0;62.0
2018-11-12T19:26:14;2.2;25.0;62.0
2018-11-12T20:26:14;2.3;25.0;62.0
2018-11-12T21:26:14;2.2;24.5;62.0
2018-11-12T22:26:14;2.0;24.5;62.0
2018-11-12T23:26:14;2.0;25.0;62.0
2018-11-13T00:26:14;1.9;26.0;62.0
2018-11-13T01:26:14;2.1;26.0;62.0
2018-11-13T02:26:14;2.0;25.0;61.0
2018-11-13T03:26:14;2.1;25.0;61.0
2018-11-13T04:26:14;2.1;26.0;61.0
2018-11-13T05:26:14;1.9;25.5;61.0
2018-11-13T06:26:14;1.6;25.0;61.0
2018-11-13T07:26:14;1.8;24.5;61.0
2018-11-13T08:26:14;1.8;24.5;61.0
2018-11-13T09:26:14;2.0;24.5;61.0
2018-11-13T10:26:14;1.9;24.5;61.0
2018-11-13T11:26:14;1.9;24.5;61.0
2018-11-13T12:26:14;1.9;24.0;61.0
2018-11-13T13:26:14;1.8;24.0;60.0
2018-11-13T14:26:14;1.7;24.0;60.0
2018-11-13T15:26:14;1.7;24.5;60.0
2018-11-13T16:26:14;1.8;27.0;61.0
2018-11-13T17:26:14;1.9;26.0;60.0
2018-11-13T18:26:14;1.8;23.0;56.0
2018-11-13T19:26:14;1.8;23.0;54.0
