recorded;radonShortTermAvg (pCi/L);humidity (%);temp (°F)
2018-11-13T20:26:14;1.7;28.5;58.0
2018-11-13T21:26:14;1.7;23.5;58.0
2018-11-13T22:26:14;1.7;23.0;59.0
2018-11-13T23:26:14;1.8;21.5;58.0
2018-11-14T00:26:14;1.6;22.0;58.0
2018-11-14T01:26:14;1.5;23.0;59.0
2018-11-14T02:26:14;1.5;24.0;59.0
2018-11-14T03:26:14;1.5;23.5;59.0
2018-11-14T04:26:14;1.4;22.5;58.0
2018-11-14T05:26:14;1.4;24.0;59.0
2018-11-14T06:26:14;1.4;24.5;59.0
2018-11-14T07:26:14;1.2;25.0;59.0
2018-11-14T08:26:14;1.2;25.0;59.0
2018-11-14T09:26:14;1.1;25.0;59.0
2018-11-14T10:26:14;1.4;25.0;59.0
2018-11-14T11:26:14;1.4;25.0;59.0
2018-11-14T12:26:14;1.4;25.0;59.0
2018-11-14T13:26:14;1.8;25.0;59.0
2018-11-14T14:26:14;1.9;25.0;59.0
2018-11-14T15:26:14;2.0;25.0;59.0
2018-11-14T16:26:14;2.0;26.0;59.0
2018-11-14T17:26:14;2.1;26.5;59.0
2018-11-14T18:26:14;2.2;25.5;59.0
2018-11-14T19:26:14;2.3;24.5;59.0
2018-11-14T20:26:14;2.4;25.0;59.0
2018-11-14T21:26:14;2.6;28.5;60.0
2018-11-14T22:26:14;2.8;27.5;60.0
2018-11-14T23:26:14;2.8;29.0;60.0
2018-11-15T00:26:14;3.0;29.0;60.0
2018-11-15T01:26:14;3.2;26.5;60.0
2018-11-15T02:26:14;3.2;26.0;60.0
2018-11-15T03:26:14;3.5;26.5;60.0
2018-11-15T04:26:14;3.8;27.5;60.0
2018-11-15T05:26:14;3.9;28.5;60.0
2018-11-15T06:26:14;4.1;28.0;60.0
2018-11-15T07:26:14;4.3;28.0;60.0
2018-11-15T08:26:14;4.3;28.0;60.0
2018-11-15T09:26:14;4.4;28.0;60.0
2018-11-15T10:26:14;4.6;27.5;60.0
2018-11-15T11:26:14;4.7;27.5;60.0
2018-11-15T12:26:14;4.9;27.0;60.0
2018-11-15T13:26:14;4.8;27.0;60.0
2018-11-15T14:26:14;5.0;27.0;60.0
2018-11-15T15:26:14;5.2;28.0;60.0
2018-11-15T16:26:14;5.3;28.5;60.0
2018-11-15T17:26:14;5.6;28.5;60.0
2018-11-15T18:26:14;5.7;29.0;60.0
2018-11-15T19:26:14;5.8;28.0;60.0
2018-11-15T20:26:14;5.7;24.0;59.0
2018-11-15T21:26:14;5.5;22.5;59.0
2018-11-15T22:26:14;5.6;23.5;60.0
2018-11-15T23:26:14;5.6;26.0;60.0
2018-11-16T00:26:14;5.5;27.5;60.0
2018-11-16T01:26:14;5.7;27.5;60.0
2018-11-16T02:26:14;5.6;28.5;60.0
2018-11-16T03:26:14;5.5;29.5;60.0
2018-11-16T04:26:14;5.4;30.5;60.0
2018-11-16T05:26:14;5.6;31.0;60.0
2018-11-16T06:26:14;5.8;30.5;60.0
2018-11-16T07:26:14;5.8;30.5;60.0
2018-11-16T08:26:14;5.7;31.0;60.0
2018-11-16T09:26:14;5.6;31.0;60.0
2018-11-16T10:26:14;5.4;31.5;60.0
2018-11-16T11:26:14;5.4;31.5;60.0
2018-11-16T12:26:14;5.3;31.5;60.0
2018-11-16T13:26:14;5.1;32.0;60.0
2018-11-16T14:26:14;4.9;32.0;60.0
2018-11-16T15:26:14;4.6;31.5;60.0
2018-11-16T16:26:14;4.6;32.5;60.0
2018-11-16T17:26:14;4.1;29.0;60.0
2018-11-16T18:26:14;3.8;29.0;60.0
2018-11-16T19:26:14;4.0;29.0;60.0
2018-11-16T20:26:14;4.5;29.0;60.0
2018-11-16T21:26:14;5.1;29.0;60.0
2018-11-16T22:26:14;5.3;29.0;60.0
2018-11-16T23:26:14;5.4;29.0;60.0
2018-11-17T00:26:14;5.6;29.5;60.0
2018-11-17T01:26:14;5.7;29.5;60.0
2018-11-17T02:26:14;5.9;30.0;60.0
2018-11-17T03:26:14;6.1;30.5;60.0
2018-11-17T04:26:14;6.1;30.5;60.0
2018-11-17T05:25:31;6.2;30.5;60.0
2018-11-17T06:25:31;6.1;30.0;60.0
2018-11-17T07:25:31;6.3;29.5;60.0
2018-11-17T08:25:31;6.2;29.5;60.0
2018-11-17T09:25:31;6.2;29.5;60.0
2018-11-17T10:25:31;6.1;29.5;60.0
2018-11-17T11:25:31;6.1;29.5;60.0
2018-11-17T12:25:31;6.0;29.0;60.0
2018-11-17T13:25:31;6.2;29.0;60.0
2018-11-17T14:25:31;6.3;29.0;60.0
2018-11-17T15:25:31;6.2;28.5;60.0
2018-11-17T16:25:31;6.3;29.0;60.0
2018-11-17T17:25:31;6.3;28.5;60.0
2018-11-17T18:25:31;6.5;28.5;60.0
2018-11-17T19:25:31;6.2;28.0;60.0
2018-11-17T20:25:31;6.3;28.0;61.0
2018-11-17T21:25:31;6.0;28.5;61.0
2018-11-17T22:25:31;5.9;29.0;61.0
2018-11-17T23:25:31;6.1;29.5;61.0
2018-11-18T00:25:31;6.2;29.5;61.0
2018-11-18T01:25:31;6.0;29.0;61.0
2018-11-18T02:25:31;5.7;28.0;61.0
2018-11-18T03:25:31;5.6;27.5;61.0
2018-11-18T04:25:31;5.6;27.5;61.0
2018-11-18T05:25:31;5.6;28.0;61.0
2018-11-18T06:25:31;5.5;27.5;61.0
2018-11-18T07:25:31;5.4;27.0;61.0
2018-11-18T08:25:31;5.9;28.0;61.0
2018-11-18T09:25:31;6.1;29.0;61.0
2018-11-18T10:25:31;6.5;30.0;61.0
2018-11-18T11:25:31;6.3;30.5;61.0
2018-11-18T12:25:31;6.3;31.5;61.0
2018-11-18T13:25:31;6.3;31.5;60.0
2018-11-18T14:25:31;6.2;31.5;60.0
2018-11-18T15:25:31;6.3;31.0;60.0
2018-11-18T16:25:31;6.3;31.5;60.0
2018-11-18T17:25:31;6.5;32.0;60.0
2018-11-18T18:25:31;6.4;31.5;61.0
2018-11-18T19:25:31;6.4;30.0;60.0
2018-11-18T20:25:31;6.0;31.0;60.0
2018-11-18T21:25:31;5.9;31.0;60.0
2018-11-18T22:25:31;5.8;31.0;60.0
2018-11-18T23:25:31;5.5;30.5;60.0
2018-11-19T00:25:31;5.2;30.5;60.0
2018-11-19T01:25:31;5.0;31.0;60.0
2018-11-19T02:25:31;5.2;31.0;60.0
2018-11-19T03:25:31;5.1;30.0;60.0
2018-11-19T04:25:31;4.8;30.5;60.0
2018-11-19T05:25:31;4.5;30.5;61.0
2018-11-19T06:25:31;4.3;30.0;60.0
2018-11-19T07:25:31;4.4;30.0;60.0
2018-11-19T08:25:31;4.0;30.0;60.0
2018-11-19T09:25:31;3.8;30.0;60.0
2018-11-19T10:25:31;3.4;29.5;60.0
2018-11-19T11:25:31;3.5;29.5;60.0
2018-11-19T12:25:31;3.5;29.5;60.0
2018-11-19T13:25:31;3.4;29.0;60.0
2018-11-19T14:25:31;3.1;29.0;60.0
2018-11-19T15:25:31;3.0;29.5;60.0
2018-11-19T16:25:31;2.8;28.0;59.0
2018-11-19T17:25:31;2.6;32.5;60.0
2018-11-19T18:25:31;2.8;32.5;62.0
2018-11-19T19:25:31;2.6;33.0;62.0
2018-11-19T20:25:31;2.8;33.0;62.0
2018-11-19T21:25:31;3.0;32.0;61.0
2018-11-19T22:25:31;2.9;31.0;61.0
2018-11-19T23:25:31;3.0;31.5;61.0
2018-11-20T00:25:31;2.9;32.0;61.0
2018-11-20T01:25:31;3.2;31.5;61.0
2018-11-20T02:25:31;3.3;31.0;61.0
2018-11-20T03:25:31;3.4;31.0;61.0
2018-11-20T04:25:31;3.4;31.0;61.0
2018-11-20T05:25:31;3.5;30.5;61.0
2018-11-20T06:25:31;3.5;29.5;61.0
2018-11-20T07:25:31;3.6;28.5;60.0
2018-11-20T08:25:31;3.9;29.0;60.0
2018-11-20T09:25:31;4.0;29.0;60.0
2018-11-20T10:25:31;4.0;29.0;60.0
2018-11-20T11:25:31;4.0;29.0;60.0
2018-11-20T12:25:31;4.0;29.0;60.0
2018-11-20T13:25:31;4.1;29.0;60.0
2018-11-20T14:25:31;4.3;29.0;60.0
2018-11-20T15:25:31;4.4;28.0;60.0
2018-11-20T16:25:31;4.4;31.5;61.0
2018-11-20T17:25:31;4.3;32.0;62.0
2018-11-20T18:25:31;4.2;31.5;62.0
2018-11-20T19:25:31;4.4;32.0;62.0
2018-11-20T20:25:31;4.5;30.5;62.0
2018-11-20T21:25:31;4.2;31.0;62.0
2018-11-20T22:25:31;4.1;31.5;62.0
2018-11-20T23:25:31;4.0;29.5;62.0
2018-11-21T00:25:31;4.0;24.0;60.0
2018-11-21T01:25:31;3.6;25.0;60.0
2018-11-21T02:25:31;3.4;27.0;61.0
2018-11-21T03:25:31;3.2;30.0;61.0
2018-11-21T04:25:31;3.1;31.0;61.0
2018-11-21T05:25:31;3.2;31.5;61.0
2018-11-21T06:25:31;3.4;31.0;60.0
2018-11-21T07:25:31;3.2;31.0;60.0
2018-11-21T08:25:31;3.0;31.5;60.0
2018-11-21T09:25:31;2.7;32.5;61.0
2018-11-21T10:25:31;2.7;32.5;61.0
2018-11-21T11:25:31;2.6;32.5;61.0
2018-11-21T12:25:31;2.4;33.0;61.0
2018-11-21T13:25:31;2.4;32.5;61.0
2018-11-21T14:25:31;2.2;32.5;61.0
2018-11-21T15:25:31;2.0;32.5;61.0
2018-11-21T16:25:31;2.0;33.0;61.0
2018-11-21T17:25:31;1.9;33.5;62.0
2018-11-21T18:25:31;1.8;34.0;62.0
2018-11-21T19:25:31;1.6;33.0;61.0
2018-11-21T20:25:31;1.4;34.0;61.0
2018-11-21T21:25:31;1.3;34.0;61.0
2018-11-21T22:25:31;1.3;32.5;60.0
2018-11-21T23:25:31;1.4;29.5;60.0
2018-11-22T00:25:31;1.4;30.0;60.0
2018-11-22T01:25:31;1.3;31.5;60.0
2018-11-22T02:25:31;1.3;31.0;60.0
2018-11-22T03:25:31;1.3;30.5;60.0
2018-11-22T04:25:31;1.3;30.5;60.0
2018-11-22T05:25:31;1.4;30.0;60.0
2018-11-22T06:25:31;1.3;30.0;60.0
2018-11-22T07:25:31;1.2;29.5;60.0
2018-11-22T08:25:31;1.2;29.0;60.0
2018-11-22T09:25:31;1.3;29.0;60.0
2018-11-22T10:25:31;1.2;28.5;60.0
2018-11-22T11:25:31;1.2;28.5;60.0
2018-11-22T12:25:31;1.3;28.0;60.0
2018-11-22T13:25:31;1.3;28.0;60.0
2018-11-22T14:25:31;1.3;28.0;60.0
2018-11-22T15:25:31;1.3;28.5;60.0
2018-11-22T16:25:31;1.4;29.0;61.0
2018-11-22T17:25:31;1.3;30.0;61.0
2018-11-22T18:25:31;1.4;31.0;61.0
2018-11-22T19:25:31;1.5;30.5;61.0
2018-11-22T20:25:31;1.5;30.0;61.0
2018-11-22T21:25:31;1.6;29.5;61.0
2018-11-22T22:25:31;1.6;30.0;61.0
2018-11-22T23:25:31;1.5;30.5;60.0
2018-11-23T00:25:31;1.4;30.5;60.0
2018-11-23T01:25:31;1.5;30.0;60.0
2018-11-23T02:25:31;1.5;29.5;60.0
2018-11-23T03:25:31;1.6;29.0;60.0
2018-11-23T04:25:31;1.7;31.0;60.0
2018-11-23T05:25:31;1.6;31.0;60.0
2018-11-23T06:25:31;1.8;30.5;60.0
2018-11-23T07:25:31;2.0;31.5;60.0
2018-11-23T08:25:31;2.1;32.0;60.0
2018-11-23T09:25:31;2.2;32.0;60.0
2018-11-23T10:25:31;2.4;32.0;60.0
2018-11-23T11:25:31;2.4;32.0;60.0
2018-11-23T12:25:31;2.4;32.5;60.0
2018-11-23T13:25:31;2.5;32.5;60.0
2018-11-23T14:25:31;2.7;33.0;60.0
2018-11-23T15:25:31;2.8;33.5;60.0
2018-11-23T16:25:31;2.8;34.0;61.0
2018-11-23T17:25:31;2.7;34.0;61.0
2018-11-23T18:25:31;2.6;33.0;60.0
2018-11-23T19:25:31;2.6;33.5;61.0
2018-11-23T20:25:31;2.6;30.0;60.0
2018-11-23T21:25:31;2.6;28.5;59.0
2018-11-23T22:25:31;2.6;28.5;60.0
2018-11-23T23:25:31;2.6;29.5;60.0
2018-11-24T00:25:31;2.6;31.0;60.0
2018-11-24T01:25:31;2.7;34.0;60.0
2018-11-24T02:25:31;2.7;34.5;60.0
2018-11-24T03:25:31;2.6;34.5;60.0
2018-11-24T04:25:31;2.6;34.0;60.0
2018-11-24T05:25:31;2.4;33.0;60.0
2018-11-24T06:25:31;2.1;32.5;60.0
2018-11-24T07:25:31;2.0;33.0;60.0
2018-11-24T08:25:31;1.9;33.0;60.0
2018-11-24T09:25:31;1.7;33.0;60.0
2018-11-24T10:25:31;1.5;33.5;60.0
2018-11-24T11:25:31;1.7;33.5;60.0
2018-11-24T12:25:31;1.6;33.0;60.0
2018-11-24T13:25:31;1.7;33.0;60.0
2018-11-24T14:25:31;1.7;33.0;60.0
2018-11-24T15:25:31;1.7;33.0;60.0
2018-11-24T16:25:31;1.8;33.5;61.0
2018-11-24T17:25:31;1.9;33.0;61.0
2018-11-24T18:25:31;1.9;33.5;60.0
2018-11-24T19:25:31;2.0;33.5;60.0
2018-11-24T20:25:31;2.1;35.5;60.0
2018-11-24T21:25:31;2.1;37.5;60.0
2018-11-24T22:25:31;2.3;38.5;60.0
2018-11-24T23:25:31;2.4;37.0;60.0
2018-11-25T00:25:31;2.5;36.0;60.0
2018-11-25T01:25:31;2.5;35.5;60.0
2018-11-25T02:25:31;2.6;35.5;60.0
2018-11-25T03:25:31;2.5;36.0;60.0
2018-11-25T04:25:31;2.5;36.0;60.0
2018-11-25T05:25:31;2.6;34.0;61.0
2018-11-25T06:25:31;2.5;32.5;60.0
2018-11-25T07:25:31;2.6;31.0;60.0
2018-11-25T08:25:31;2.6;30.0;60.0
2018-11-25T09:25:31;2.7;29.5;60.0
2018-11-25T10:25:31;2.7;29.0;60.0
2018-11-25T11:25:31;2.6;29.0;60.0
2018-11-25T12:25:31;2.5;28.5;60.0
2018-11-25T13:25:31;2.4;28.5;60.0
2018-11-25T14:25:31;2.4;28.0;60.0
2018-11-25T15:25:31;2.3;27.5;60.0
2018-11-25T16:25:31;2.2;28.0;61.0
2018-11-25T17:25:31;2.2;28.0;61.0
2018-11-25T18:25:31;2.2;27.5;61.0
2018-11-25T19:25:31;2.0;26.0;61.0
2018-11-25T20:25:31;1.9;25.0;60.0
2018-11-25T21:25:31;1.9;23.5;60.0
2018-11-25T22:25:31;1.8;22.5;60.0
2018-11-25T23:25:31;1.6;22.5;60.0
2018-11-26T00:25:31;1.6;22.5;60.0
2018-11-26T01:25:31;1.4;23.5;60.0
2018-11-26T02:25:31;1.4;25.0;60.0
2018-11-26T03:25:31;1.5;25.0;60.0
2018-11-26T04:25:31;1.4;26.0;60.0
2018-11-26T05:25:31;1.5;26.5;60.0
2018-11-26T06:25:31;1.5;26.0;60.0
2018-11-26T07:25:31;1.3;26.5;60.0
2018-11-26T08:25:31;1.2;26.5;60.0
2018-11-26T09:25:31;1.3;26.5;60.0
2018-11-26T10:25:31;1.3;26.5;60.0
2018-11-26T11:25:31;1.2;26.0;60.0
2018-11-26T12:25:31;1.2;26.0;60.0
2018-11-26T13:25:31;1.2;26.0;60.0
2018-11-26T14:25:31;1.1;26.0;60.0
2018-11-26T15:25:31;1.1;26.0;60.0
2018-11-26T16:25:31;1.1;26.5;60.0
2018-11-26T17:25:31;1.1;26.5;60.0
2018-11-26T18:25:31;1.1;26.0;60.0
2018-11-26T19:25:31;1.1;26.0;60.0
2018-11-26T20:25:31;1.2;25.0;60.0
2018-11-26T21:25:31;1.3;24.0;60.0
2018-11-26T22:25:31;1.4;24.0;59.0
2018-11-26T23:25:31;1.5;24.0;59.0
2018-11-27T00:25:31;1.6;24.5;59.0
2018-11-27T01:25:31;1.5;25.0;59.0
2018-11-27T02:25:31;1.6;25.5;59.0
2018-11-27T03:25:31;1.6;25.5;59.0
2018-11-27T04:25:31;1.7;26.0;60.0
2018-11-27T05:25:31;1.6;25.5;60.0
2018-11-27T06:25:31;1.8;25.5;60.0
2018-11-27T07:25:31;1.9;25.5;60.0
2018-11-27T08:25:31;2.0;25.5;60.0
2018-11-27T09:25:31;1.9;25.5;60.0
2018-11-27T10:25:31;1.8;25.5;60.0
2018-11-27T11:25:31;1.8;25.0;60.0
2018-11-27T12:25:31;1.9;25.5;60.0
2018-11-27T13:25:31;1.9;25.0;60.0
2018-11-27T14:25:31;2.0;25.0;60.0
2018-11-27T15:25:31;2.2;25.5;60.0
2018-11-27T16:25:31;2.1;26.0;60.0
2018-11-27T17:25:31;2.2;25.5;60.0
2018-11-27T18:25:31;2.3;25.5;60.0
2018-11-27T19:25:31;2.2;25.0;60.0
2018-11-27T20:25:31;2.3;24.5;60.0
2018-11-27T21:25:31;2.2;21.5;59.0
2018-11-27T22:25:31;2.1;24.5;60.0
2018-11-27T23:25:31;2.0;25.5;60.0
2018-11-28T00:25:31;1.9;26.5;60.0
2018-11-28T01:25:31;1.9;27.0;60.0
2018-11-28T02:25:31;1.8;26.5;60.0
2018-11-28T03:25:31;1.6;26.0;60.0
2018-11-28T04:25:31;1.5;26.0;60.0
2018-11-28T05:25:31;1.6;25.5;60.0
2018-11-28T06:25:31;1.5;25.0;60.0
2018-11-28T07:25:31;1.7;25.0;60.0
2018-11-28T08:25:31;1.8;25.0;60.0
2018-11-28T09:25:31;2.1;25.0;60.0
2018-11-28T10:25:31;2.2;25.0;60.0
2018-11-28T11:25:31;2.4;25.5;60.0
2018-11-28T12:25:31;2.4;25.0;60.0
2018-11-28T13:25:31;2.3;25.0;60.0
2018-11-28T14:25:31;2.5;25.0;60.0
2018-11-28T15:24:42;2.4;25.5;60.0
2018-11-28T16:24:42;2.7;26.5;60.0
2018-11-28T17:24:42;2.7;27.0;60.0
2018-11-28T18:24:42;2.8;27.0;60.0
2018-11-28T19:24:42;2.9;25.0;60.0
2018-11-28T20:24:42;2.8;22.0;60.0
2018-11-28T21:24:42;2.9;24.5;60.0
2018-11-28T22:24:42;2.8;25.0;60.0
2018-11-28T23:24:42;2.9;26.0;60.0
2018-11-29T00:24:42;3.1;27.0;60.0
2018-11-29T01:24:42;3.1;27.5;60.0
2018-11-29T02:24:42;3.1;28.0;60.0
2018-11-29T03:24:42;3.2;28.5;60.0
2018-11-29T04:24:42;3.2;29.0;60.0
2018-11-29T05:24:42;3.3;29.0;60.0
2018-11-29T06:24:42;3.3;28.0;60.0
2018-11-29T07:24:42;3.3;27.0;60.0
2018-11-29T08:24:42;3.3;26.5;60.0
2018-11-29T09:24:42;3.4;26.5;60.0
2018-11-29T10:24:42;3.5;28.0;60.0
2018-11-29T11:24:42;3.6;28.5;60.0
2018-11-29T12:24:42;3.6;29.0;60.0
2018-11-29T13:24:42;3.6;29.0;60.0
2018-11-29T14:24:42;3.3;29.0;60.0
2018-11-29T15:24:42;3.4;29.5;61.0
2018-11-29T16:24:42;3.2;30.0;61.0
2018-11-29T17:24:42;3.2;29.5;62.0
2018-11-29T18:24:42;3.1;28.5;62.0
2018-11-29T19:24:42;3.1;29.0;61.0
2018-11-29T20:24:42;3.0;28.5;61.0
2018-11-29T21:24:42;2.9;24.0;60.0
2018-11-29T22:24:42;2.8;23.0;60.0
2018-11-29T23:24:42;2.8;24.5;60.0
2018-11-30T00:24:42;2.8;25.0;60.0
2018-11-30T01:24:42;2.7;25.5;60.0
2018-11-30T02:24:42;2.6;26.5;60.0
2018-11-30T03:24:42;2.6;27.0;60.0
2018-11-30T04:24:42;2.6;28.5;61.0
2018-11-30T05:24:42;2.6;28.5;61.0
2018-11-30T06:24:42;2.5;28.0;60.0
2018-11-30T07:24:42;2.3;28.0;60.0
2018-11-30T08:24:42;2.4;27.5;60.0
2018-11-30T09:24:42;2.3;27.5;60.0
2018-11-30T10:24:42;2.5;29.5;60.0
2018-11-30T11:24:42;2.4;30.0;60.0
2018-11-30T12:24:42;2.3;30.5;60.0
2018-11-30T13:24:42;2.4;31.0;61.0
2018-11-30T14:24:42;2.5;32.0;61.0
2018-11-30T15:24:42;2.7;32.5;61.0
2018-11-30T16:24:42;2.7;33.0;61.0
2018-11-30T17:24:42;2.6;32.5;61.0
2018-11-30T18:24:42;2.7;33.0;61.0
2018-11-30T19:24:42;2.7;33.0;61.0
2018-11-30T20:24:42;2.8;33.0;61.0
2018-11-30T21:24:42;2.8;32.0;61.0
2018-11-30T22:24:42;2.9;32.5;61.0
2018-11-30T23:24:42;2.9;32.5;61.0
2018-12-01T00:24:42;2.9;32.0;61.0
2018-12-01T01:24:42;3.0;32.0;61.0
2018-12-01T02:24:42;3.1;32.0;61.0
2018-12-01T03:24:42;3.2;31.0;60.0
2018-12-01T04:24:42;3.1;31.0;60.0
2018-12-01T05:24:42;3.0;31.5;61.0
2018-12-01T06:24:42;2.9;31.0;60.0
2018-12-01T07:24:42;2.9;31.5;60.0
2018-12-01T08:24:42;2.8;32.0;61.0
2018-12-01T09:24:42;2.5;32.5;61.0
2018-12-01T10:24:42;2.2;33.0;61.0
2018-12-01T11:24:42;2.0;33.0;61.0
2018-12-01T12:24:42;2.0;33.0;61.0
2018-12-01T13:24:42;2.0;33.0;61.0
2018-12-01T14:24:42;1.9;33.0;61.0
2018-12-01T15:24:42;1.6;32.5;60.0
2018-12-01T16:24:42;1.6;33.5;61.0
2018-12-01T17:24:42;1.6;34.5;62.0
2018-12-01T18:24:42;1.5;34.0;62.0
2018-12-01T19:24:42;1.5;33.0;61.0
2018-12-01T20:24:42;1.5;32.5;61.0
2018-12-01T21:24:42;1.5;31.0;61.0
2018-12-01T22:24:42;1.4;30.0;60.0
2018-12-01T23:24:42;1.4;28.5;60.0
2018-12-02T00:24:42;1.4;28.0;60.0
2018-12-02T01:24:42;1.3;27.5;60.0
2018-12-02T02:24:42;1.3;27.0;60.0
2018-12-02T03:24:42;1.3;28.0;60.0
2018-12-02T04:24:42;1.5;29.0;60.0
2018-12-02T05:24:42;1.5;29.0;60.0
2018-12-02T06:24:42;1.5;29.5;60.0
2018-12-02T07:24:42;1.5;30.5;60.0
2018-12-02T08:24:42;1.7;31.5;61.0
2018-12-02T09:24:42;1.9;33.0;61.0
2018-12-02T10:24:42;1.8;33.5;61.0
2018-12-02T11:24:42;1.8;34.0;61.0
2018-12-02T12:24:42;1.6;35.0;61.0
2018-12-02T13:24:42;1.5;35.5;61.0
2018-12-02T14:24:42;1.5;36.0;61.0
2018-12-02T15:24:42;1.5;35.5;60.0
2018-12-02T16:24:42;1.5;36.0;61.0
2018-12-02T17:24:42;1.5;36.5;61.0
2018-12-02T18:24:42;1.6;36.5;61.0
2018-12-02T19:24:42;1.6;37.0;60.0
2018-12-02T20:24:42;1.5;37.0;60.0
2018-12-02T21:24:42;1.4;37.0;60.0
2018-12-02T22:24:42;1.5;36.0;60.0
2018-12-02T23:24:42;1.5;34.5;59.0
2018-12-03T00:24:42;1.3;34.0;59.0
2018-12-03T01:24:42;1.3;32.5;59.0
2018-12-03T02:24:42;1.3;32.5;59.0
2018-12-03T03:24:42;1.1;32.0;59.0
2018-12-03T04:24:42;1.0;31.5;59.0
2018-12-03T05:24:42;1.0;30.5;59.0
2018-12-03T06:24:42;1.0;30.5;59.0
2018-12-03T07:24:42;0.9;31.0;59.0
2018-12-03T08:24:42;0.9;31.5;59.0
2018-12-03T09:24:42;0.7;32.0;59.0
2018-12-03T10:24:42;0.8;32.0;59.0
2018-12-03T11:24:42;0.8;32.0;59.0
2018-12-03T12:24:42;0.9;32.0;59.0
2018-12-03T13:24:42;0.9;32.0;59.0
2018-12-03T14:24:42;0.8;32.0;59.0
2018-12-03T15:24:42;0.9;32.0;59.0
2018-12-03T16:24:42;0.9;32.0;59.0
2018-12-03T17:24:42;1.0;32.0;59.0
2018-12-03T18:24:42;0.9;31.0;59.0
2018-12-03T19:24:42;0.9;30.5;58.0
2018-12-03T20:24:42;0.9;30.0;58.0
2018-12-03T21:24:42;1.0;29.5;58.0
2018-12-03T22:24:42;1.0;29.0;58.0
2018-12-03T23:24:42;1.0;27.5;58.0
2018-12-04T00:24:42;1.0;27.0;58.0
2018-12-04T01:24:42;1.1;27.5;58.0
2018-12-04T02:24:42;1.0;28.0;58.0
2018-12-04T03:24:42;1.0;28.5;58.0
2018-12-04T04:24:42;1.0;30.5;59.0
2018-12-04T05:24:42;1.0;30.5;59.0
2018-12-04T06:24:42;1.1;31.0;59.0
2018-12-04T07:24:42;1.1;31.0;58.0
2018-12-04T08:24:42;1.1;30.5;58.0
2018-12-04T09:24:42;1.2;30.5;58.0
2018-12-04T10:24:42;1.2;30.5;59.0
2018-12-04T11:24:42;1.2;30.0;58.0
2018-12-04T12:24:42;1.2;30.5;58.0
2018-12-04T13:24:42;1.2;30.0;58.0
2018-12-04T14:24:42;1.2;30.0;58.0
2018-12-04T15:24:42;1.2;30.5;59.0
2018-12-04T16:24:42;1.3;31.0;59.0
2018-12-04T17:24:42;1.2;30.5;59.0
2018-12-04T18:24:42;1.2;29.5;58.0
2018-12-04T19:24:42;1.2;28.5;58.0
2018-12-04T20:24:42;1.3;27.5;58.0
2018-12-04T21:24:42;1.2;26.5;58.0
2018-12-04T22:24:42;1.3;26.0;58.0
2018-12-04T23:24:42;1.2;26.0;58.0
2018-12-05T00:24:42;1.2;25.0;57.0
2018-12-05T01:24:42;1.3;26.0;58.0
2018-12-05T02:24:42;1.3;26.5;58.0
2018-12-05T03:24:42;1.3;27.5;58.0
2018-12-05T04:24:42;1.3;28.5;58.0
2018-12-05T05:24:42;1.3;28.0;58.0
2018-12-05T06:24:42;1.4;27.5;58.0
2018-12-05T07:24:42;1.5;28.5;58.0
2018-12-05T08:24:42;1.3;29.0;58.0
2018-12-05T09:24:42;1.4;29.5;58.0
2018-12-05T10:24:42;1.4;29.0;58.0
2018-12-05T11:24:42;1.4;29.5;58.0
2018-12-05T12:24:42;1.4;29.0;58.0
2018-12-05T13:24:42;1.5;29.0;58.0
2018-12-05T14:24:42;1.5;29.0;58.0
2018-12-05T15:24:42;1.5;29.0;59.0
2018-12-05T16:24:42;1.5;28.5;59.0
2018-12-05T17:24:42;1.3;28.0;58.0
2018-12-05T18:24:42;1.3;27.5;58.0
2018-12-05T19:24:42;1.4;27.0;58.0
2018-12-05T20:24:42;1.4;27.0;58.0
2018-12-05T21:24:42;1.6;26.5;57.0
2018-12-05T22:24:42;1.6;26.5;57.0
2018-12-05T23:24:42;1.6;27.0;57.0
2018-12-06T00:24:42;1.6;27.5;57.0
2018-12-06T01:24:42;1.6;28.0;58.0
2018-12-06T02:24:42;1.8;28.5;57.0
2018-12-06T03:24:42;1.8;28.0;57.0
2018-12-06T04:24:42;2.0;28.5;57.0
2018-12-06T05:24:42;2.1;28.0;57.0
2018-12-06T06:24:42;2.2;28.0;57.0
2018-12-06T07:24:42;2.2;28.0;57.0
2018-12-06T08:24:42;2.3;28.0;57.0
2018-12-06T09:24:42;2.3;28.5;57.0
2018-12-06T10:24:42;2.6;28.0;57.0
2018-12-06T11:24:42;2.8;28.0;57.0
2018-12-06T12:24:42;2.8;28.0;57.0
2018-12-06T13:24:42;2.8;28.0;57.0
2018-12-06T14:24:42;3.0;28.0;57.0
2018-12-06T15:24:42;3.2;28.5;58.0
2018-12-06T16:24:42;3.4;28.5;58.0
2018-12-06T17:24:42;3.5;28.5;58.0
2018-12-06T18:24:42;3.7;28.5;57.0
2018-12-06T19:24:42;3.6;29.5;57.0
2018-12-06T20:24:42;3.5;30.5;57.0
2018-12-06T21:24:42;3.4;31.5;57.0
2018-12-06T22:24:42;3.5;32.5;57.0
2018-12-06T23:24:42;3.5;33.5;57.0
2018-12-07T00:24:42;3.5;34.0;57.0
2018-12-07T01:24:42;3.6;34.0;57.0
